DE: Experiment,location,DE: Kamera,pointOfView,sceneId,DE: SceneID,DE: Basisszenario,DE: Links_RVA,leftOfBicycleLane,DE: Tr_li-Breite,divideLeftWidth,DE: Tr_li-Art,divideLeftCategory,DE: Tr_li-baulTrennung,divideLeftStructural,DE: Links_RVA+Tr_li-baulTrennung,leftOfBicycleLaneWithStructuralDivide,DE: RVA-Breite,bicycleLaneWidth,DE: Tr_re-Breite,divideRightWidth,DE: Tr_re-Art,divideRightCategory,DE: GW-Breite,pavementWidth,DE: GW-Geschäftsnutzung,pavementHasShows,DE: Breite RVA_nutzbar,bicycleLaneWidthUsable,DE: FS-Art,vehicleLaneUsage,DE: FS-Geschwindigkeit,vehicleLaneMaxspeed,DE: RVA-Lage,bicycleLaneLanes,DE: RVA-Oberfläche,bicycleLaneSurface,DE: Tr_li-Markierung,divideLeftMarking,DE: Tr_re-Markierung,divideRightMarking,DE: Parken,parkingCategory,DE: Seitenraum,rightOfBicycleLane,DE: Protected,divideIsPhysical,TODO: Tobias,DE: Richtungsfreigabe,todoMotorVehicleDirection,DE: besondere Merkmale,bicycleStreetType,DE: FS-Breite,motorVehicleWidth,DE: Verkehrsaufkommen,motorVehicleTrafficVolumen,vote0Unsafe,vote1RatherUnsafe,vote2Save,vote3VerySave,voteSum,voteCount,voteMeans
CP,pavement,C,bicycle,01_CP_C_802,,8,Fahrstreifen,car_lanes,-,-,-,-,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,93%","4,67%","43,93%","50,47%","100,00%",60,
CP,pavement,C,bicycle,01_CP_C_801,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","8,96%","36,57%","54,48%","100,01%",89,
CP,pavement,C,bicycle,01_CP_C_800,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","4,88%","21,95%","73,17%","100,00%",83,
CP,pavement,C,bicycle,01_CP_C_799,,8,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,78%","4,69%","28,91%","65,63%","100,01%",73,
CP,pavement,C,bicycle,01_CP_C_798,,8,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","9,17%","32,11%","58,72%","100,00%",62,
CP,pavement,C,bicycle,01_CP_C_797,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,77%","9,73%","38,94%","49,56%","100,00%",65,
CP,pavement,C,bicycle,01_CP_C_796,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,09%","7,61%","40,22%","51,09%","100,01%",47,
CP,pavement,C,bicycle,01_CP_C_795,,8,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,93%","5,56%","47,22%","46,30%","100,01%",61,
CP,pavement,C,bicycle,01_CP_C_794,,8,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,83%","3,31%","39,67%","56,20%","100,01%",69,
CP,pavement,C,bicycle,01_CP_C_793,,8,Fahrstreifen,car_lanes,-,-,-,-,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,75%","2,75%","41,28%","53,21%","99,99%",67,
CP,pavement,C,bicycle,01_CP_C_792,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"1,46%","3,65%","29,20%","65,69%","100,00%",79,
CP,pavement,C,bicycle,01_CP_C_791,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","1,79%","24,11%","74,11%","100,01%",63,
CP,pavement,C,bicycle,01_CP_C_790,,8,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"1,83%","2,75%","21,10%","74,31%","99,99%",68,
CP,pavement,C,bicycle,01_CP_C_789,,8,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","1,65%","27,27%","71,07%","99,99%",76,
CP,pavement,C,bicycle,01_CP_C_788,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,75%","1,83%","35,78%","59,63%","99,99%",69,
CP,pavement,C,bicycle,01_CP_C_787,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,80%","0,00%","38,40%","60,80%","100,00%",81,
CP,pavement,C,bicycle,01_CP_C_786,,8,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","3,76%","36,09%","60,15%","100,00%",82,
CP,pavement,C,bicycle,01_CP_C_785,,8,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","3,23%","30,65%","66,13%","100,01%",79,
CP,pavement,C,bicycle,01_CP_C_784,,8,Fahrstreifen,car_lanes,-,-,-,-,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,82%","5,74%","25,41%","68,03%","100,00%",72,
CP,pavement,C,bicycle,01_CP_C_783,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,94%","1,89%","33,02%","64,15%","100,00%",67,
CP,pavement,C,bicycle,01_CP_C_782,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,83%","3,31%","28,93%","66,94%","100,01%",75,
CP,pavement,C,bicycle,01_CP_C_781,,8,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,99%","1,98%","17,82%","79,21%","100,00%",57,
CP,pavement,C,bicycle,01_CP_C_780,,8,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,95%","0,00%","20,95%","78,10%","100,00%",70,
CP,pavement,C,bicycle,01_CP_C_779,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,48%","1,65%","24,79%","71,07%","99,99%",74,
CP,pavement,C,bicycle,01_CP_C_778,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,90%","1,90%","22,86%","73,33%","99,99%",59,
CP,pavement,C,bicycle,01_CP_C_777,,8,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","1,82%","32,73%","65,45%","100,00%",59,
CP,pavement,C,bicycle,01_CP_C_776,,8,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","1,53%","26,72%","71,76%","100,01%",76,
CP,pavement,C,bicycle,01_CP_C_775,,8,Fahrstreifen,car_lanes,-,-,-,-,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,98%","3,96%","30,69%","63,37%","100,00%",65,
CP,pavement,C,bicycle,01_CP_C_774,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,-,-,-,-,schmal,narrow,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"3,74%","14,95%","30,84%","50,47%","100,00%",66,
CP,pavement,C,bicycle,01_CP_C_773,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,-,-,-,-,schmal,narrow,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,78%","10,16%","37,50%","51,56%","100,00%",80,
CP,pavement,C,bicycle,01_CP_C_772,,8,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,-,-,-,-,schmal,narrow,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,95%","5,71%","36,19%","57,14%","99,99%",60,
CP,pavement,C,bicycle,01_CP_C_771,,8,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,-,-,-,-,schmal,narrow,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,88%","7,89%","31,58%","59,65%","100,00%",75,
CP,pavement,C,bicycle,01_CP_C_770,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,-,-,-,-,schmal,narrow,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,38%","13,49%","46,83%","37,30%","100,00%",67,
CP,pavement,C,bicycle,01_CP_C_769,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,-,-,-,-,schmal,narrow,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","7,44%","39,67%","52,89%","100,00%",68,
CP,pavement,C,bicycle,01_CP_C_768,,8,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,-,-,-,-,schmal,narrow,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"3,60%","13,51%","39,64%","43,24%","99,99%",66,
CP,pavement,C,bicycle,01_CP_C_895,,8,Grünanlage,green_space,breit,wide,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,-,-,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,84%","5,88%","26,89%","66,39%","100,00%",63,
CP,pavement,C,bicycle,01_CP_C_894,,8,Grünanlage,green_space,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"3,54%","2,65%","31,86%","61,95%","100,00%",70,
CP,pavement,C,bicycle,01_CP_C_893,,8,Grünanlage,green_space,schmal,narrow,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","7,21%","28,83%","63,96%","100,00%",67,
CP,pavement,C,bicycle,01_CP_C_892,,8,Grünanlage,green_space,-,-,-,-,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,76%","5,34%","35,88%","58,02%","100,00%",81,
CP,pavement,C,bicycle,01_CP_C_887,,8,Grünanlage,green_space,breit,wide,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","7,00%","24,00%","69,00%","100,00%",49,
CP,pavement,C,bicycle,01_CP_C_886,,8,Grünanlage,green_space,breit,wide,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,91%","3,88%","28,16%","65,05%","100,00%",60,
CP,pavement,C,bicycle,01_CP_C_885,,8,Grünanlage,green_space,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,74%","2,61%","26,96%","68,70%","100,01%",74,
CP,pavement,C,bicycle,01_CP_C_884,,8,Grünanlage,green_space,schmal,narrow,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,83%","6,67%","24,17%","68,33%","100,00%",75,
CP,pavement,C,bicycle,01_CP_C_883,,8,Grünanlage,green_space,-,-,-,-,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","6,40%","36,80%","56,80%","100,00%",78,
CP,pavement,C,bicycle,01_CP_C_878,,8,Grünanlage,green_space,breit,wide,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,97%","3,88%","13,59%","81,55%","99,99%",61,
CP,pavement,C,bicycle,01_CP_C_877,,8,Grünanlage,green_space,breit,wide,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,52%","4,20%","23,53%","69,75%","100,00%",72,
CP,pavement,C,bicycle,01_CP_C_876,,8,Grünanlage,green_space,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","2,83%","30,19%","66,98%","100,00%",66,
CP,pavement,C,bicycle,01_CP_C_875,,8,Grünanlage,green_space,schmal,narrow,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","5,50%","18,35%","76,15%","100,00%",52,
CP,pavement,C,bicycle,01_CP_C_874,,8,Grünanlage,green_space,-,-,-,-,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,75%","2,63%","27,19%","68,42%","99,99%",66,
CP,pavement,C,bicycle,01_CP_C_869,,8,Grünanlage,green_space,breit,wide,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,80%","2,40%","28,80%","68,00%","100,00%",76,
CP,pavement,C,bicycle,01_CP_C_868,,8,Grünanlage,green_space,breit,wide,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","0,00%","21,57%","78,43%","100,00%",63,
CP,pavement,C,bicycle,01_CP_C_867,,8,Grünanlage,green_space,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,82%","1,64%","14,75%","82,79%","100,00%",71,
CP,pavement,C,bicycle,01_CP_C_866,,8,Grünanlage,green_space,schmal,narrow,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,78%","3,88%","27,91%","67,44%","100,01%",77,
CP,pavement,C,bicycle,01_CP_C_865,,8,Grünanlage,green_space,-,-,-,-,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","1,02%","20,41%","78,57%","100,00%",52,
CP,pavement,C,bicycle,01_CP_C_860,,8,Grünanlage,green_space,breit,wide,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,-,-,-,-,schmal,narrow,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,99%","11,94%","41,04%","44,03%","100,00%",83,
CP,pavement,C,bicycle,01_CP_C_859,,8,Grünanlage,green_space,breit,wide,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,-,-,-,-,schmal,narrow,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,87%","11,21%","36,45%","50,47%","100,00%",62,
CP,pavement,C,bicycle,01_CP_C_858,,8,Grünanlage,green_space,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,-,-,-,-,schmal,narrow,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,88%","6,19%","37,17%","55,75%","99,99%",62,
CP,pavement,C,bicycle,01_CP_C_857,,8,Grünanlage,green_space,schmal,narrow,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,-,-,-,-,schmal,narrow,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"3,00%","4,00%","32,00%","61,00%","100,00%",46,
CP,pavement,C,bicycle,01_CP_C_856,,8,Grünanlage,green_space,-,-,-,-,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,-,-,-,-,schmal,narrow,-,-,3.5,3.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"4,00%","12,80%","30,40%","52,80%","100,00%",72,
CP,pavement,C,bicycle,01_CP_C_855,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"2,83%","8,49%","33,96%","54,72%","100,00%",71,
CP,pavement,C,bicycle,01_CP_C_854,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","3,80%","40,51%","55,70%","100,01%",40,
