DE: Experiment,location,DE: Kamera,pointOfView,sceneId,DE: SceneID,DE: Basisszenario,DE: Links_RVA,leftOfBicycleLane,DE: Tr_li-Breite,divideLeftWidth,DE: Tr_li-Art,divideLeftCategory,DE: Tr_li-baulTrennung,divideLeftStructural,DE: Links_RVA+Tr_li-baulTrennung,leftOfBicycleLaneWithStructuralDivide,DE: RVA-Breite,bicycleLaneWidth,DE: Tr_re-Breite,divideRightWidth,DE: Tr_re-Art,divideRightCategory,DE: GW-Breite,pavementWidth,DE: GW-Geschäftsnutzung,pavementHasShows,DE: Breite RVA_nutzbar,bicycleLaneWidthUsable,DE: FS-Art,vehicleLaneUsage,DE: FS-Geschwindigkeit,vehicleLaneMaxspeed,DE: RVA-Lage,bicycleLaneLanes,DE: RVA-Oberfläche,bicycleLaneSurface,DE: Tr_li-Markierung,divideLeftMarking,DE: Tr_re-Markierung,divideRightMarking,DE: Parken,parkingCategory,DE: Seitenraum,rightOfBicycleLane,DE: Protected,divideIsPhysical,TODO: Tobias,DE: Richtungsfreigabe,todoMotorVehicleDirection,DE: besondere Merkmale,bicycleStreetType,DE: FS-Breite,motorVehicleWidth,DE: Verkehrsaufkommen,motorVehicleTrafficVolumen,vote0Unsafe,vote1RatherUnsafe,vote2Save,vote3VerySave,voteSum,voteCount,voteMeans
MS,primary_road,A,vehicle,01_MS_A_998,,6,,,breit,wide,,-,Keine,none,-,-,breit,wide,breit,wide,,-,,-,,-,2,2,Tram,motor_vehicle_and_tram,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,Sperrfläche,prohibited_area,Sperrfläche,prohibited_area,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"7,95%","22,73%","39,77%","29,55%","100,00%",60,"1,93"
MS,primary_road,A,vehicle,01_MS_A_997,,6,,,breit,wide,,-,Keine,none,-,-,breit,wide,schmal,narrow,,-,,-,,-,2.5,2.5,Tram,motor_vehicle_and_tram,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,Sperrfläche,prohibited_area,durchgezogen,solid_line,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"6,74%","13,48%","46,07%","33,71%","100,00%",47,"2,15"
MS,primary_road,A,vehicle,01_MS_A_996,,6,,,breit,wide,,-,Keine,none,-,-,breit,wide,breit,wide,,-,,-,,-,2,2,Tram,motor_vehicle_and_tram,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,Sperrfläche,prohibited_area,Doppellinie,double_line,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"2,86%","19,05%","47,62%","30,48%","100,01%",63,"2,02"
MS,primary_road,A,vehicle,01_MS_A_995,,6,,,schmal,narrow,,-,Keine,none,-,-,breit,wide,breit,wide,,-,,-,,-,2.5,2.5,Tram,motor_vehicle_and_tram,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,unterbrochen,interrupted,Sperrfläche,prohibited_area,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"3,26%","28,26%","36,96%","31,52%","100,00%",54,"2,02"
MS,primary_road,A,vehicle,01_MS_A_994,,6,,,schmal,narrow,,-,Keine,none,-,-,breit,wide,schmal,narrow,,-,,-,,-,3,3,Tram,motor_vehicle_and_tram,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,unterbrochen,interrupted,durchgezogen,solid_line,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"2,41%","25,30%","43,37%","28,92%","100,00%",47,"2,04"
MS,primary_road,A,vehicle,01_MS_A_993,,6,,,schmal,narrow,,-,Keine,none,-,-,breit,wide,breit,wide,,-,,-,,-,2.5,2.5,Tram,motor_vehicle_and_tram,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,unterbrochen,interrupted,Doppellinie,double_line,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"5,95%","19,05%","55,95%","19,05%","100,00%",39,"2,08"
MS,primary_road,A,vehicle,01_MS_A_992,,6,,,schmal,narrow,,-,Keine,none,-,-,breit,wide,breit,wide,,-,,-,,-,2.5,2.5,Tram,motor_vehicle_and_tram,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,durchgezogen,solid_line,Sperrfläche,prohibited_area,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"6,00%","18,00%","46,00%","30,00%","100,00%",66,"2,14"
MS,primary_road,A,vehicle,01_MS_A_991,,6,,,schmal,narrow,,-,Keine,none,-,-,breit,wide,schmal,narrow,,-,,-,,-,3,3,Tram,motor_vehicle_and_tram,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,durchgezogen,solid_line,durchgezogen,solid_line,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"7,62%","15,24%","50,48%","26,67%","100,01%",69,"2,06"
MS,primary_road,A,vehicle,01_MS_A_990,,6,,,schmal,narrow,,-,Keine,none,-,-,breit,wide,breit,wide,,-,,-,,-,2.5,2.5,Tram,motor_vehicle_and_tram,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,durchgezogen,solid_line,Doppellinie,double_line,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"8,42%","22,11%","37,89%","31,58%","100,00%",53,"1,91"
MS,primary_road,A,vehicle,01_MS_A_989,,6,,,breit,wide,,-,Keine,none,-,-,breit,wide,breit,wide,,-,,-,,-,2,2,Tram,motor_vehicle_and_tram,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,Doppellinie,double_line,Sperrfläche,prohibited_area,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"5,26%","22,11%","48,42%","24,21%","100,00%",55,2
MS,primary_road,A,vehicle,01_MS_A_988,,6,,,breit,wide,,-,Keine,none,-,-,breit,wide,schmal,narrow,,-,,-,,-,2.5,2.5,Tram,motor_vehicle_and_tram,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,Doppellinie,double_line,durchgezogen,solid_line,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"3,57%","22,62%","44,05%","29,76%","100,00%",43,"2,07"
MS,primary_road,A,vehicle,01_MS_A_987,,6,,,breit,wide,,-,Keine,none,-,-,breit,wide,breit,wide,,-,,-,,-,2,2,Tram,motor_vehicle_and_tram,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,Doppellinie,double_line,Doppellinie,double_line,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"2,50%","20,00%","52,50%","25,00%","100,00%",44,"1,93"
MS,primary_road,A,vehicle,01_MS_A_986,,6,,,breit,wide,,-,Keine,none,-,-,breit,wide,breit,wide,,-,,-,,-,2,2,Kfz,motor_vehicle_only,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,Sperrfläche,prohibited_area,Sperrfläche,prohibited_area,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"2,35%","16,47%","40,00%","41,18%","100,00%",45,"2,31"
MS,primary_road,A,vehicle,01_MS_A_985,,6,,,breit,wide,,-,Keine,none,-,-,breit,wide,schmal,narrow,,-,,-,,-,2.5,2.5,Kfz,motor_vehicle_only,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,Sperrfläche,prohibited_area,durchgezogen,solid_line,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"3,30%","12,09%","42,86%","41,76%","100,01%",46,"2,17"
MS,primary_road,A,vehicle,01_MS_A_984,,6,,,breit,wide,,-,Keine,none,-,-,breit,wide,breit,wide,,-,,-,,-,2,2,Kfz,motor_vehicle_only,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,Sperrfläche,prohibited_area,Doppellinie,double_line,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"0,00%","14,49%","49,28%","36,23%","100,00%",38,"2,11"
MS,primary_road,A,vehicle,01_MS_A_983,,6,,,schmal,narrow,,-,Keine,none,-,-,breit,wide,breit,wide,,-,,-,,-,2.5,2.5,Kfz,motor_vehicle_only,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,unterbrochen,interrupted,Sperrfläche,prohibited_area,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"4,00%","16,00%","48,00%","32,00%","100,00%",61,"2,11"
MS,primary_road,A,vehicle,01_MS_A_982,,6,,,schmal,narrow,,-,Keine,none,-,-,breit,wide,schmal,narrow,,-,,-,,-,3,3,Kfz,motor_vehicle_only,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,unterbrochen,interrupted,durchgezogen,solid_line,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"7,14%","20,24%","35,71%","36,90%","99,99%",52,"2,06"
MS,primary_road,A,vehicle,01_MS_A_981,,6,,,schmal,narrow,,-,Keine,none,-,-,breit,wide,breit,wide,,-,,-,,-,2.5,2.5,Kfz,motor_vehicle_only,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,unterbrochen,interrupted,Doppellinie,double_line,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"6,12%","20,41%","45,92%","27,55%","100,00%",54,"1,93"
MS,primary_road,A,vehicle,01_MS_A_980,,6,,,schmal,narrow,,-,Keine,none,-,-,breit,wide,breit,wide,,-,,-,,-,2.5,2.5,Kfz,motor_vehicle_only,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,durchgezogen,solid_line,Sperrfläche,prohibited_area,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"3,80%","16,46%","49,37%","30,38%","100,01%",42,"2,02"
MS,primary_road,A,vehicle,01_MS_A_979,,6,,,schmal,narrow,,-,Keine,none,-,-,breit,wide,schmal,narrow,,-,,-,,-,3,3,Kfz,motor_vehicle_only,50,50,FS-Parken/Seitenraum,TODO motor_vehicle_lane;bike_lane;parking_lane_or_pavement,Asphalt,asphalt,durchgezogen,solid_line,durchgezogen,solid_line,Parken längs,parallel_parking,,-,,-,MS____Keine,,-,,-,,-,normal,low_traffic_volumen,"4,04%","25,25%","40,40%","30,30%","99,99%",63,"2,1"
SE,secondary_road,A,vehicle,01_SE_A_89,,6,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,Fahrradstraße-Sondermarkierung,bicycle_road_marked_dooring_zone,schmal,narrow,normal,low_traffic_volumen,"43,09%","39,47%","7,57%","9,87%","100,00%",258,"0,89"
SE,secondary_road,A,vehicle,01_SE_A_88,,6,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,Spielstraße,living_street,schmal,narrow,normal,low_traffic_volumen,"20,51%","45,83%","20,19%","13,46%","99,99%",245,"1,26"
SE,secondary_road,A,vehicle,01_SE_A_87,,6,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,Fahrradstraße,bicycle_road,schmal,narrow,normal,low_traffic_volumen,"23,15%","45,40%","21,07%","10,39%","100,01%",284,"1,15"
SE,secondary_road,A,vehicle,01_SE_A_86,,6,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,-,-,schmal,narrow,normal,low_traffic_volumen,"41,47%","42,47%","10,70%","5,35%","99,99%",234,"0,79"
SE,secondary_road,A,vehicle,01_SE_A_85,,6,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Fahrradstraße-Hollandaise,bicycle_road_green_surface,schmal,narrow,autofrei,no_cars,"33,88%","33,88%","16,45%","15,79%","100,00%",246,"1,15"
SE,secondary_road,A,vehicle,01_SE_A_84,,6,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Fahrradstraße-Sondermarkierung,bicycle_road_marked_dooring_zone,schmal,narrow,normal,low_traffic_volumen,"39,80%","40,79%","10,86%","8,55%","100,00%",244,"0,89"
SE,secondary_road,A,vehicle,01_SE_A_83,,6,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Spielstraße,living_street,schmal,narrow,normal,low_traffic_volumen,"17,92%","40,39%","24,76%","16,94%","100,01%",256,"1,42"
SE,secondary_road,A,vehicle,01_SE_A_82,,6,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Fahrradstraße,bicycle_road,schmal,narrow,normal,low_traffic_volumen,"17,23%","44,31%","25,85%","12,62%","100,01%",270,"1,37"
SE,secondary_road,A,vehicle,01_SE_A_81,,6,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,-,-,schmal,narrow,normal,low_traffic_volumen,"27,27%","41,82%","22,42%","8,48%","99,99%",289,"1,12"
SE,secondary_road,A,vehicle,01_SE_A_79,,5,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeineinseitig,no_parking_one_side,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,Fahrradstraße-Sondermarkierung,bicycle_road_marked_dooring_zone,schmal,narrow,normal,low_traffic_volumen,"58,82%","32,03%","4,25%","4,90%","100,00%",261,"0,57"
SE,secondary_road,A,vehicle,01_SE_A_78,,5,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeineinseitig,no_parking_one_side,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,Spielstraße,living_street,schmal,narrow,normal,low_traffic_volumen,"33,23%","38,56%","18,18%","10,03%","100,00%",260,"1,07"
SE,secondary_road,A,vehicle,01_SE_A_77,,5,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeineinseitig,no_parking_one_side,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,Fahrradstraße,bicycle_road,schmal,narrow,normal,low_traffic_volumen,"34,03%","36,81%","20,49%","8,68%","100,01%",241,"1,06"
SE,secondary_road,A,vehicle,01_SE_A_76,,5,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeineinseitig,no_parking_one_side,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,-,-,schmal,narrow,normal,low_traffic_volumen,"46,67%","39,65%","10,53%","3,16%","100,01%",233,"0,71"
SE,secondary_road,A,vehicle,01_SE_A_75,,5,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeineinseitig,no_parking_one_side,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Fahrradstraße-Hollandaise,bicycle_road_green_surface,schmal,narrow,autofrei,no_cars,"39,66%","31,72%","15,17%","13,45%","100,00%",245,"1,05"
SE,secondary_road,A,vehicle,01_SE_A_74,,5,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeineinseitig,no_parking_one_side,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Fahrradstraße-Sondermarkierung,bicycle_road_marked_dooring_zone,schmal,narrow,normal,low_traffic_volumen,"37,36%","43,59%","12,45%","6,59%","99,99%",233,"0,88"
SE,secondary_road,A,vehicle,01_SE_A_73,,5,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeineinseitig,no_parking_one_side,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Spielstraße,living_street,schmal,narrow,normal,low_traffic_volumen,"16,32%","36,11%","31,94%","15,63%","100,00%",238,"1,43"
SE,secondary_road,A,vehicle,01_SE_A_72,,5,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeineinseitig,no_parking_one_side,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Fahrradstraße,bicycle_road,schmal,narrow,normal,low_traffic_volumen,"20,25%","40,82%","26,58%","12,34%","99,99%",270,"1,32"
SE,secondary_road,A,vehicle,01_SE_A_71,,5,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeineinseitig,no_parking_one_side,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,-,-,schmal,narrow,normal,low_traffic_volumen,"30,07%","38,89%","19,28%","11,76%","100,00%",258,"1,14"
SE,secondary_road,A,vehicle,01_SE_A_69,,4,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,nein,no_parking,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,Fahrradstraße-Sondermarkierung,bicycle_road_marked_dooring_zone,schmal,narrow,normal,low_traffic_volumen,"57,59%","27,24%","7,74%","7,43%","100,00%",262,"0,65"
SE,secondary_road,A,vehicle,01_SE_A_68,,4,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,nein,no_parking,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,Spielstraße,living_street,schmal,narrow,normal,low_traffic_volumen,"33,01%","38,46%","17,31%","11,22%","100,00%",261,"1,07"
SE,secondary_road,A,vehicle,01_SE_A_67,,4,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,nein,no_parking,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,Fahrradstraße,bicycle_road,schmal,narrow,normal,low_traffic_volumen,"38,63%","40,79%","11,19%","9,39%","100,00%",216,"0,95"
SE,secondary_road,A,vehicle,01_SE_A_66,,4,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,nein,no_parking,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,-,-,schmal,narrow,normal,low_traffic_volumen,"47,96%","37,93%","9,09%","5,02%","100,00%",266,"0,74"
SE,secondary_road,A,vehicle,01_SE_A_65,,4,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,nein,no_parking,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Fahrradstraße-Hollandaise,bicycle_road_green_surface,schmal,narrow,autofrei,no_cars,"45,95%","26,86%","13,27%","13,92%","100,00%",253,"0,95"
SE,secondary_road,A,vehicle,01_SE_A_64,,4,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,nein,no_parking,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Fahrradstraße-Sondermarkierung,bicycle_road_marked_dooring_zone,schmal,narrow,normal,low_traffic_volumen,"31,47%","40,91%","16,08%","11,54%","100,00%",240,"1,05"
SE,secondary_road,A,vehicle,01_SE_A_63,,4,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,nein,no_parking,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Spielstraße,living_street,schmal,narrow,normal,low_traffic_volumen,"10,80%","35,49%","30,86%","22,84%","99,99%",266,"1,63"
SE,secondary_road,A,vehicle,01_SE_A_62,,4,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,nein,no_parking,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Fahrradstraße,bicycle_road,schmal,narrow,normal,low_traffic_volumen,"16,77%","36,71%","27,85%","18,67%","100,00%",249,"1,51"
SE,secondary_road,A,vehicle,01_SE_A_61,,4,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,nein,no_parking,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,-,-,schmal,narrow,normal,low_traffic_volumen,"21,52%","38,48%","25,76%","14,24%","100,00%",277,"1,34"
SE,secondary_road,A,vehicle,01_SE_A_59,,3,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,Fahrradstraße-Sondermarkierung,bicycle_road_marked_dooring_zone,breit,wide,normal,low_traffic_volumen,"26,38%","45,28%","20,20%","8,14%","100,00%",257,"1,12"
SE,secondary_road,A,vehicle,01_SE_A_58,,3,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,Spielstraße,living_street,breit,wide,normal,low_traffic_volumen,"17,04%","42,44%","25,40%","15,11%","99,99%",266,"1,38"
SE,secondary_road,A,vehicle,01_SE_A_57,,3,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,Fahrradstraße,bicycle_road,breit,wide,normal,low_traffic_volumen,"15,63%","47,19%","25,31%","11,88%","100,01%",270,"1,36"
SE,secondary_road,A,vehicle,01_SE_A_56,,3,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße-Gegenverkehr,todo motor_vehicles_backward,-,-,breit,wide,normal,low_traffic_volumen,"21,36%","47,06%","21,05%","10,53%","100,00%",270,"1,28"
SE,secondary_road,A,vehicle,01_SE_A_54,,3,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Fahrradstraße-Sondermarkierung,bicycle_road_marked_dooring_zone,breit,wide,normal,low_traffic_volumen,"23,30%","42,65%","22,22%","11,83%","100,00%",232,"1,28"
SE,secondary_road,A,vehicle,01_SE_A_53,,3,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Spielstraße,living_street,breit,wide,normal,low_traffic_volumen,"18,87%","39,31%","30,82%","11,01%","100,01%",256,"1,32"
SE,secondary_road,A,vehicle,01_SE_A_52,,3,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,Fahrradstraße,bicycle_road,breit,wide,normal,low_traffic_volumen,"18,38%","44,01%","28,69%","8,91%","99,99%",303,"1,33"
SE,secondary_road,A,vehicle,01_SE_A_51,,3,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,Einbahnstraße,todo motor_vehicles_forward,-,-,breit,wide,normal,low_traffic_volumen,"26,11%","39,17%","24,20%","10,51%","99,99%",264,"1,25"
SE,secondary_road,A,vehicle,01_SE_A_45,,3,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,beidseitig,todo motor_vehicles_forward_backward,Fahrradstraße-Hollandaise,bicycle_road_green_surface,breit,wide,autofrei,no_cars,"29,45%","38,34%","17,79%","14,42%","100,00%",276,"1,16"
SE,secondary_road,A,vehicle,01_SE_A_44,,3,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,beidseitig,todo motor_vehicles_forward_backward,Fahrradstraße-Sondermarkierung,bicycle_road_marked_dooring_zone,breit,wide,normal,low_traffic_volumen,"28,31%","48,19%","14,16%","9,34%","100,00%",261,"1,08"
SE,secondary_road,A,vehicle,01_SE_A_43,,3,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,beidseitig,todo motor_vehicles_forward_backward,Spielstraße,living_street,breit,wide,normal,low_traffic_volumen,"18,79%","38,26%","30,20%","12,75%","100,00%",256,"1,38"
SE,secondary_road,A,vehicle,01_SE_A_42,,3,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,beidseitig,todo motor_vehicles_forward_backward,Fahrradstraße,bicycle_road,breit,wide,normal,low_traffic_volumen,"24,38%","39,81%","25,93%","9,88%","100,00%",273,"1,26"
SE,secondary_road,A,vehicle,01_SE_A_41,,3,,,,,,-,,-,-,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,,-,,-,ParkenNeinbeidseitig,no_parking_both,,-,,-,SE____,beidseitig,todo motor_vehicles_forward_backward,-,-,breit,wide,normal,low_traffic_volumen,"22,09%","42,94%","24,23%","10,74%","100,00%",272,"1,31"
