HELPER: imageUrl,DE: Experiment,INAKTIVE: location,DE: Kamera,INAKTIVE: pointOfView,DE: SceneID,sceneId,HELPER: sceneNumber,sceneIdCar,DE: Basisszenario,DE: Parken,parkingCategory,DE: Richtungsfreigabe,carriagewayDirection,DE: besondere Merkmale,bicycleStreetType,DE: FS-Breite,carriagewayWidth,carriagewayWidthNumber,DE: Verkehrsaufkommen,motorVehicleTrafficVolumen,voteCarScore,voteCar0Unsafe,voteCar1RatherUnsafe,voteCar2Save,voteCar3VerySave,voteCarCount,voteCarMeans,voteScore,vote0Unsafe,vote1RatherUnsafe,vote2Save,vote3VerySave,voteCount,voteMeans
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_71.jpg,SE,secondary_road,C,bicycle,01_SE_C_71,SE_C_71,71,SE_A_71,5,Parken-einseitig,parking_one_side,Einbahnstraße,one_way,-,none,schmal,narrow,todo_N,normal,low_traffic_volumen,"31,04","30,07","38,89","19,28","11,76","258,00","1,14","21,43","38,74","39,83","17,97","3,46",401,"0,86"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_72.jpg,SE,secondary_road,C,bicycle,01_SE_C_72,SE_C_72,72,SE_A_72,5,Parken-einseitig,parking_one_side,Einbahnstraße,one_way,Fahrradstraße,bicycle_road,schmal,narrow,todo_N,normal,low_traffic_volumen,"38,92","20,25","40,82","26,58","12,34","270,00","1,32","42,95","16,56","40,49","32,52","10,43",410,"1,34"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_73.jpg,SE,secondary_road,C,bicycle,01_SE_C_73,SE_C_73,73,SE_A_73,5,Parken-einseitig,parking_one_side,Einbahnstraße,one_way,Spielstraße,living_street,schmal,narrow,todo_N,normal,low_traffic_volumen,"47,57","16,32","36,11","31,94","15,63","238,00","1,43","50,86","16,45","32,68","38,74","12,12",401,"1,44"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_74.jpg,SE,secondary_road,C,bicycle,01_SE_C_74,SE_C_74,74,SE_A_74,5,Parken-einseitig,parking_one_side,Einbahnstraße,one_way,Fahrradstraße-Sondermarkierung,markings_bike_icon_dooring_zone,schmal,narrow,todo_N,normal,low_traffic_volumen,"19,04","37,36","43,59","12,45","6,59","233,00","0,88","22,25","32,18","45,57","18,36","3,89",405,"0,91"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_75.jpg,SE,secondary_road,C,bicycle,01_SE_C_75,SE_C_75,75,SE_A_75,5,Parken-einseitig,parking_one_side,Einbahnstraße,one_way,Fahrradstraße-Hollandaise,green_surface,schmal,narrow,todo_N,autofrei,no_cars,"28,62","39,66","31,72","15,17","13,45","245,00","1,05","84,19","2,99","12,82","31,41","52,78",415,"2,34"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_76.jpg,SE,secondary_road,C,bicycle,01_SE_C_76,SE_C_76,76,SE_A_76,5,Parken-einseitig,parking_one_side,Einbahnstraße-Gegenverkehr,one_way_for_cars_only,-,none,schmal,narrow,todo_N,normal,low_traffic_volumen,"13,69","46,67","39,65","10,53","3,16","233,00","0,71","10,93","61,44","27,63","9,69","1,24",416,"0,52"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_77.jpg,SE,secondary_road,C,bicycle,01_SE_C_77,SE_C_77,77,SE_A_77,5,Parken-einseitig,parking_one_side,Einbahnstraße-Gegenverkehr,one_way_for_cars_only,Fahrradstraße,bicycle_road,schmal,narrow,todo_N,normal,low_traffic_volumen,"29,17","34,03","36,81","20,49","8,68","241,00","1,06","22,1","39,58","38,32","16,84","5,26",404,"0,87"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_78.jpg,SE,secondary_road,C,bicycle,01_SE_C_78,SE_C_78,78,SE_A_78,5,Parken-einseitig,parking_one_side,Einbahnstraße-Gegenverkehr,one_way_for_cars_only,Spielstraße,living_street,schmal,narrow,todo_N,normal,low_traffic_volumen,"28,21","33,23","38,56","18,18","10,03","260,00","1,07","25,77",34,"40,22","21,33","4,44",391,"0,96"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_79.jpg,SE,secondary_road,C,bicycle,01_SE_C_79,SE_C_79,79,SE_A_79,5,Parken-einseitig,parking_one_side,Einbahnstraße-Gegenverkehr,one_way_for_cars_only,Fahrradstraße-Sondermarkierung,markings_bike_icon_dooring_zone,schmal,narrow,todo_N,normal,low_traffic_volumen,"9,15","58,82","32,03","4,25","4,90","261,00","0,57","10,5","56,58","32,92","8,85","1,65",416,"0,56"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_8.jpg,SE,secondary_road,C,bicycle,01_SE_C_8,SE_C_8,8,,1,nein,no_parking,beidseitig,both_directions,Spielstraße,living_street,breit,wide,todo_W,autofrei,no_cars,,,,,,,,"87,56","2,26","10,18","38,01","49,55",382,"2,36"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_81.jpg,SE,secondary_road,C,bicycle,01_SE_C_81,SE_C_81,81,SE_A_81,6,Parken-beidseitig,parking_both_sides,Einbahnstraße,one_way,-,none,schmal,narrow,todo_N,normal,low_traffic_volumen,"30,90","27,27","41,82","22,42","8,48","289,00","1,12","26,22",37,"36,79","20,51","5,71",410,"0,92"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_82.jpg,SE,secondary_road,C,bicycle,01_SE_C_82,SE_C_82,82,SE_A_82,6,Parken-beidseitig,parking_both_sides,Einbahnstraße,one_way,Fahrradstraße,bicycle_road,schmal,narrow,todo_N,normal,low_traffic_volumen,"38,47","17,23","44,31","25,85","12,62","270,00","1,37","46,46","17,56","35,97","37,04","9,42",395,"1,34"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_83.jpg,SE,secondary_road,C,bicycle,01_SE_C_83,SE_C_83,83,SE_A_83,6,Parken-beidseitig,parking_both_sides,Einbahnstraße,one_way,Spielstraße,living_street,schmal,narrow,todo_N,normal,low_traffic_volumen,"41,70","17,92","40,39","24,76","16,94","256,00","1,42","43,72","18,83","37,44","34,98","8,74",378,"1,33"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_84.jpg,SE,secondary_road,C,bicycle,01_SE_C_84,SE_C_84,84,SE_A_84,6,Parken-beidseitig,parking_both_sides,Einbahnstraße,one_way,Fahrradstraße-Sondermarkierung,markings_bike_icon_dooring_zone,schmal,narrow,todo_N,normal,low_traffic_volumen,"19,41","39,80","40,79","10,86","8,55","244,00","0,89","29,68","26,37","43,95","24,41","5,27",436,"1,07"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_85.jpg,SE,secondary_road,C,bicycle,01_SE_C_85,SE_C_85,85,SE_A_85,6,Parken-beidseitig,parking_both_sides,Einbahnstraße,one_way,Fahrradstraße-Hollandaise,green_surface,schmal,narrow,todo_N,autofrei,no_cars,"32,24","33,88","33,88","16,45","15,79","246,00","1,15","85,63","2,83","11,54","40,49","45,14",415,"2,29"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_86.jpg,SE,secondary_road,C,bicycle,01_SE_C_86,SE_C_86,86,SE_A_86,6,Parken-beidseitig,parking_both_sides,Einbahnstraße-Gegenverkehr,one_way_for_cars_only,-,none,schmal,narrow,todo_N,normal,low_traffic_volumen,"16,05","41,47","42,47","10,70","5,35","234,00","0,79","9,17","57,23","33,6","7,54","1,63",428,"0,54"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_87.jpg,SE,secondary_road,C,bicycle,01_SE_C_87,SE_C_87,87,SE_A_87,6,Parken-beidseitig,parking_both_sides,Einbahnstraße-Gegenverkehr,one_way_for_cars_only,Fahrradstraße,bicycle_road,schmal,narrow,todo_N,normal,low_traffic_volumen,"31,46","23,15","45,40","21,07","10,39","284,00","1,15","19,55","34,77","45,68","17,9","1,65",422,"0,85"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_88.jpg,SE,secondary_road,C,bicycle,01_SE_C_88,SE_C_88,88,SE_A_88,6,Parken-beidseitig,parking_both_sides,Einbahnstraße-Gegenverkehr,one_way_for_cars_only,Spielstraße,living_street,schmal,narrow,todo_N,normal,low_traffic_volumen,"33,65","20,51","45,83","20,19","13,46","245,00","1,26","25,11","31,43","43,46","21,1","4,01",403,"0,96"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_89.jpg,SE,secondary_road,C,bicycle,01_SE_C_89,SE_C_89,89,SE_A_89,6,Parken-beidseitig,parking_both_sides,Einbahnstraße-Gegenverkehr,one_way_for_cars_only,Fahrradstraße-Sondermarkierung,markings_bike_icon_dooring_zone,schmal,narrow,todo_N,normal,low_traffic_volumen,"17,44","43,09","39,47","7,57","9,87","258,00","0,89","11,11","51,92","36,97","8,08","3,03",446,"0,61"
https://fmb-aws-bucket.s3.eu-central-1.amazonaws.com/KatasterKI/scenes/01_SE_C_9.jpg,SE,secondary_road,C,bicycle,01_SE_C_9,SE_C_9,9,,1,nein,no_parking,beidseitig,both_directions,Fahrradstraße-Sondermarkierung,markings_bike_icon_dooring_zone,breit,wide,todo_W,autofrei,no_cars,,,,,,,,"90,55","3,08","6,37","27,31","63,24",429,"2,50"
